1,5,0,48,19,0
1,6,0,68,17,1
1,6,0,68,28,1
1,6,2,73,47,0
0,6,2,21,69,1
1,6,0,71,24,1
1,6,0,79,62,0
1,6,0,66,46,1
1,6,2,80,47,1
0,6,0,57,49,1
0,6,0,75,54,1
0,6,0,72,47,1
0,6,0,74,47,1
1,6,2,74,57,1
0,5,2,79,5,1
1,6,2,68,23,1
0,6,0,67,47,1
1,6,0,72,47,1
0,6,0,87,23,1
1,6,0,75,5,1
0,6,0,70,72,1
0,6,0,74,66,1
0,6,0,73,62,0
1,6,0,63,57,1
0,6,0,61,49,0
1,6,0,80,38,0
1,6,0,87,57,1
0,6,0,67,17,0
0,6,0,71,47,1
0,6,0,71,47,1
0,6,0,71,47,1
1,6,2,73,5,1
1,6,0,73,29,1
1,6,0,62,56,1
1,6,0,72,46,1
0,6,0,77,57,1
0,6,2,80,49,1
0,6,0,67,21,1
1,6,0,88,31,1
1,6,0,63,12,0
1,6,0,84,5,1
1,6,0,60,19,1
0,6,0,48,47,1
0,6,0,87,59,1
1,5,2,54,56,1
0,6,0,62,49,0
1,6,0,84,47,0
0,3,1,70,12,0
0,6,0,71,39,0
1,6,0,75,5,1
1,6,0,66,56,1
0,6,0,45,69,0
0,6,0,63,47,1
1,6,0,74,47,1
1,6,0,50,65,1
1,6,2,69,9,0
0,6,0,55,47,1
1,6,0,74,47,1
1,6,0,76,47,0
1,6,0,63,56,1
0,6,0,69,65,1
0,6,0,49,72,0
1,6,2,79,14,0
1,6,0,78,31,1
1,6,0,80,69,0
0,6,0,53,49,0
0,1,0,55,28,1
1,5,2,51,47,1
1,6,2,53,28,1
1,6,0,61,29,1
0,6,0,52,12,1
1,6,2,74,23,1
0,6,0,55,47,0
0,6,0,66,57,1
0,6,0,69,21,1
0,6,0,68,28,1
1,6,2,76,5,1
0,6,0,65,46,1
0,6,0,63,47,0
1,6,2,66,47,0
0,6,0,60,68,0
1,6,0,70,62,1
0,6,0,62,47,0
0,6,0,64,14,0
0,6,0,59,5,1
0,6,0,60,62,0
0,6,0,54,12,1
1,6,0,51,47,1
0,6,0,53,5,1
0,6,0,50,12,1
1,6,0,73,47,1
0,5,2,66,47,1
1,6,0,55,69,1
0,6,0,61,49,1
1,6,0,62,56,1
0,6,0,61,49,0
1,0,0,52,23,1
1,6,0,50,28,1
0,6,2,82,47,1
1,6,0,48,29,1
1,6,0,40,28,1
0,6,0,79,47,1
0,6,0,78,25,1
0,6,0,60,66,1
1,6,0,71,28,1
0,0,0,61,49,0
1,6,0,71,47,0
0,6,0,61,47,1
1,6,0,74,29,1
0,6,0,68,47,0
0,6,0,30,47,1
1,6,0,67,47,0
1,6,0,66,47,0
0,6,0,51,38,0
1,6,0,64,47,0
0,6,0,62,47,1
0,6,0,51,19,1
1,6,2,62,56,0
0,6,0,73,5,1
1,6,0,55,19,0
1,6,0,58,47,1
0,6,2,62,21,1
1,6,0,66,31,1
0,6,0,49,31,1
1,6,0,52,59,1
0,6,0,87,21,1
0,6,0,76,49,0
0,6,0,40,46,1
1,6,0,59,62,1
1,6,2,65,51,0
0,6,0,54,47,1
1,6,0,60,5,1
1,6,0,50,51,1
1,6,0,23,69,1
1,6,0,56,23,0
0,6,0,57,28,0
1,6,2,41,28,0
0,5,2,69,21,1
1,6,0,48,17,1
0,1,0,65,57,1
1,6,0,74,4,1
1,6,0,76,62,1
1,6,2,50,57,1
1,6,0,17,17,0
1,6,2,59,28,1
0,6,0,68,66,1
1,6,0,51,5,0
0,6,0,70,12,0
0,6,0,46,12,0
0,6,0,55,17,1
1,6,0,69,57,1
1,6,0,57,38,0
0,6,0,58,21,1
1,6,0,71,56,1
0,1,0,46,72,1
1,6,0,68,62,0
1,6,0,78,23,0
0,6,0,77,29,1
0,6,2,59,62,1
0,1,1,22,35,1
1,6,0,67,5,1
0,6,0,50,49,1
1,6,2,72,5,0
1,6,0,67,23,0
0,6,0,55,29,1
0,6,0,73,38,0
0,6,0,67,12,1
0,6,0,53,12,0
0,6,0,59,19,1
1,5,2,63,56,1
0,6,0,79,47,1
0,6,0,65,21,1
0,6,0,73,12,1
1,6,0,77,47,1
1,6,0,55,56,1
0,6,0,66,21,1
0,6,2,68,28,1
0,6,0,58,12,0
0,6,0,42,21,1
0,6,2,48,12,1
0,6,0,47,28,1
0,6,0,57,12,1
0,6,2,55,17,1
0,6,0,44,12,1
0,6,0,84,47,1
0,6,0,40,19,1
0,6,0,80,47,1
0,6,2,81,19,1
0,6,0,55,19,0
0,6,0,67,12,1
0,6,0,68,39,1
0,6,0,58,17,1
0,1,0,50,12,0
0,6,0,79,47,1
0,6,0,79,47,1
0,6,0,55,57,1
0,6,0,56,21,0
0,6,2,53,21,1
0,6,2,59,66,1
0,6,0,54,17,1
0,6,0,80,47,0
0,6,0,65,19,1
0,6,0,55,47,0
0,6,0,71,47,0
0,6,0,45,12,1
0,6,2,67,21,1
0,6,0,38,27,0
0,6,2,71,47,1
0,6,0,62,49,1
0,6,0,58,47,1
0,6,0,51,21,1
0,6,2,77,47,1
0,6,0,70,47,1
0,6,1,49,12,0
0,0,0,53,47,0
0,6,0,56,28,0
0,6,0,40,49,0
0,6,0,51,47,1
0,6,0,54,21,1
0,6,2,70,47,0
0,6,0,67,62,1
0,6,0,48,69,0
0,6,0,76,31,1
0,6,0,90,47,1
0,6,2,70,12,0
0,6,0,75,21,1
0,6,0,49,12,1
0,6,0,41,3,1
0,6,0,43,47,1
0,6,0,53,12,0
0,6,0,67,57,1
0,6,0,63,12,0
0,6,0,51,28,0
0,6,0,46,12,1
0,6,0,77,19,1
0,6,0,42,15,1
0,6,0,38,12,0
0,6,0,33,9,1
0,3,1,42,12,0
0,6,0,48,47,1
0,6,2,66,12,1
0,6,0,50,12,1
0,6,0,48,47,1
0,6,0,70,46,1
0,6,0,47,12,0
0,6,0,73,47,1
0,5,2,65,72,1
0,6,0,68,47,1
0,6,0,62,21,0
0,6,0,58,12,1
0,6,0,68,12,1
0,6,0,58,19,1
0,6,0,52,66,0
0,6,2,61,49,0
0,6,0,61,47,1
0,6,1,48,12,0
0,6,0,82,19,1
0,6,0,46,69,1
0,6,1,66,28,1
0,6,0,80,12,1
0,6,0,57,39,1
0,6,0,75,21,0
0,6,2,65,21,1
0,6,0,45,69,1
0,6,0,62,47,0
0,1,0,48,12,0
0,6,0,41,69,0
0,6,2,59,23,1
0,6,0,68,47,1
0,6,1,64,19,1
0,6,0,39,12,0
0,6,0,61,46,0
0,6,0,68,49,1
0,6,0,52,21,1
1,6,0,78,56,1
1,6,0,68,38,0
1,6,0,77,47,0
0,6,0,76,5,1
0,6,0,77,29,1
1,5,2,43,20,1
1,6,0,67,47,1
1,6,0,70,38,1
0,6,0,64,21,1
0,6,0,56,47,1
0,6,0,49,69,0
0,6,0,86,1,1
0,0,0,66,21,1
0,6,2,59,49,0
0,6,2,82,66,0
0,6,0,72,21,1
1,6,0,55,56,1
0,0,0,59,12,1
0,6,0,67,19,1
0,6,0,72,47,1
0,6,0,70,12,1
1,6,2,75,23,1
0,6,2,69,49,1
1,6,0,63,65,1
0,6,0,66,12,0
0,6,2,70,35,1
0,6,0,70,21,1
1,6,0,81,5,1
1,6,2,81,14,0
0,6,0,59,47,0
0,6,0,65,47,0
1,6,2,88,5,1
0,6,0,65,47,1
1,6,0,79,47,1
0,6,0,67,46,1
0,6,0,70,47,1
0,6,0,56,12,0
1,6,0,68,56,1
1,6,0,81,57,1
0,6,0,46,12,0
0,6,0,57,12,1
1,6,0,78,47,0
1,6,0,54,69,1
0,6,0,45,12,1
0,6,0,62,66,1
1,6,2,80,35,1
1,6,0,64,65,0
1,6,2,84,23,0
0,6,0,74,69,1
1,6,0,57,56,1
1,6,0,71,5,1
1,6,0,82,5,1
0,6,2,79,5,0
1,6,0,72,57,1
0,6,0,75,47,1
1,6,0,68,38,1
1,6,0,61,23,1
0,6,0,89,29,1
1,6,2,76,5,1
1,5,0,90,47,0
1,6,0,58,29,0
1,6,0,61,19,1
0,6,2,68,62,1
0,6,0,68,47,1
1,6,0,70,5,1
0,6,0,61,21,1
0,6,0,79,49,0
1,6,0,60,28,1
1,6,0,68,57,1
1,6,0,84,46,1
1,6,0,77,23,1
0,6,0,55,21,1
0,6,0,68,12,0
1,6,0,82,69,1
0,6,0,74,39,1
0,6,0,74,47,1
0,1,0,62,12,1
1,6,0,45,51,1
0,6,0,71,12,1
1,6,0,67,41,1
0,6,0,75,51,0
0,6,2,69,21,1
0,6,0,45,12,0
1,6,0,78,5,1
0,6,0,83,5,1
1,6,0,55,57,1
0,6,0,67,47,1
0,6,0,79,49,0
1,6,0,68,51,0
1,6,0,49,23,1
0,6,0,52,72,1
0,6,0,72,47,1
0,6,0,81,31,1
0,6,0,83,19,1
1,6,0,88,47,0
1,6,0,78,28,1
0,6,0,79,35,1
0,6,0,67,69,1
1,6,0,67,66,1
1,6,0,74,57,0
1,6,0,72,62,0
