SAMPLE_ID	mutations
GENIE-DFCI-011523-10719	DFCI-ONCOPANEL-2
GENIE-DFCI-011531-11692	DFCI-ONCOPANEL-2
GENIE-DFCI-011577-10596	DFCI-ONCOPANEL-2
GENIE-DFCI-011586-11227	DFCI-ONCOPANEL-2
GENIE-DFCI-011604-11519	DFCI-ONCOPANEL-2
GENIE-DFCI-011608-10668	DFCI-ONCOPANEL-2
GENIE-DFCI-011618-10772	DFCI-ONCOPANEL-2
GENIE-DFCI-011659-10710	DFCI-ONCOPANEL-2
GENIE-DFCI-011675-11229	DFCI-ONCOPANEL-2
GENIE-DFCI-011691-10712	DFCI-ONCOPANEL-2
GENIE-DFCI-011699-10666	DFCI-ONCOPANEL-2
GENIE-DFCI-011717-10635	DFCI-ONCOPANEL-2
GENIE-DFCI-011727-11241	DFCI-ONCOPANEL-2
GENIE-DFCI-012102-23934	DFCI-ONCOPANEL-2
GENIE-DFCI-013720-22897	DFCI-ONCOPANEL-2
GENIE-DFCI-013836-23958	DFCI-ONCOPANEL-2
GENIE-DFCI-015315-23691	DFCI-ONCOPANEL-2
GENIE-DFCI-018795-23924	DFCI-ONCOPANEL-2
GENIE-DFCI-020359-23927	DFCI-ONCOPANEL-2
GENIE-DFCI-020619-23926	DFCI-ONCOPANEL-2
GENIE-DFCI-020937-23803	DFCI-ONCOPANEL-2
GENIE-DFCI-022831-23225	DFCI-ONCOPANEL-2
GENIE-DFCI-023400-23131	DFCI-ONCOPANEL-2
GENIE-DFCI-023636-23861	DFCI-ONCOPANEL-2
GENIE-DFCI-023678-23935	DFCI-ONCOPANEL-2
GENIE-DFCI-023685-23971	DFCI-ONCOPANEL-2
GENIE-DFCI-023708-23961	DFCI-ONCOPANEL-2
GENIE-DFCI-023716-23867	DFCI-ONCOPANEL-2
GENIE-DFCI-023720-23862	DFCI-ONCOPANEL-2
GENIE-DFCI-023746-23890	DFCI-ONCOPANEL-2
GENIE-DFCI-023839-48561	DFCI-ONCOPANEL-2
GENIE-DFCI-024793-48477	DFCI-ONCOPANEL-2
GENIE-DFCI-025392-35913	DFCI-ONCOPANEL-2
GENIE-DFCI-025828-36037	DFCI-ONCOPANEL-2
GENIE-DFCI-026126-36092	DFCI-ONCOPANEL-2
GENIE-DFCI-026487-35999	DFCI-ONCOPANEL-2
GENIE-DFCI-027497-36000	DFCI-ONCOPANEL-2
GENIE-DFCI-027782-36052	DFCI-ONCOPANEL-2
GENIE-DFCI-028616-36082	DFCI-ONCOPANEL-2
GENIE-DFCI-028707-48870	DFCI-ONCOPANEL-2
GENIE-DFCI-030906-48555	DFCI-ONCOPANEL-2
GENIE-DFCI-031989-36185	DFCI-ONCOPANEL-2
GENIE-DFCI-032127-36042	DFCI-ONCOPANEL-2
GENIE-DFCI-033528-36003	DFCI-ONCOPANEL-2
GENIE-DFCI-034529-48872	DFCI-ONCOPANEL-2
GENIE-DFCI-034598-36041	DFCI-ONCOPANEL-2
GENIE-DFCI-034798-36090	DFCI-ONCOPANEL-2
GENIE-DFCI-034842-48558	DFCI-ONCOPANEL-2
GENIE-DFCI-035015-36093	DFCI-ONCOPANEL-2
GENIE-DFCI-035748-48547	DFCI-ONCOPANEL-2
GENIE-DFCI-037096-35639	DFCI-ONCOPANEL-2
GENIE-DFCI-037097-48774	DFCI-ONCOPANEL-2
GENIE-DFCI-037123-36035	DFCI-ONCOPANEL-2
GENIE-DFCI-037311-48475	DFCI-ONCOPANEL-2
GENIE-DFCI-037362-48519	DFCI-ONCOPANEL-2
GENIE-DFCI-037362-61403	DFCI-ONCOPANEL-2
GENIE-DFCI-037530-36094	DFCI-ONCOPANEL-2
GENIE-DFCI-037533-48904	DFCI-ONCOPANEL-2
GENIE-DFCI-037533-61535	DFCI-ONCOPANEL-2
GENIE-DFCI-037550-48554	DFCI-ONCOPANEL-2
GENIE-DFCI-037611-36001	DFCI-ONCOPANEL-2
GENIE-DFCI-037741-35997	DFCI-ONCOPANEL-2
GENIE-DFCI-037812-48571	DFCI-ONCOPANEL-2
GENIE-DFCI-037889-48874	DFCI-ONCOPANEL-2
GENIE-DFCI-037968-48457	DFCI-ONCOPANEL-2
GENIE-MSK-P-0012337-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012880-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008676-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009054-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011536-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008951-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016160-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016414-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0011205-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0007807-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014891-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013664-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0012549-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013533-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014887-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009197-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015374-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0015374-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013868-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008026-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008231-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009796-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0009865-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014185-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014850-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009050-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013485-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014381-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012984-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011006-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014796-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0009064-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0007789-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009217-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008381-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010897-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012316-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009635-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009097-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008515-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008515-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0008451-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014900-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015038-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014178-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0009849-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016275-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016090-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013654-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014367-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016630-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012454-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011572-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010107-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016415-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012638-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014393-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013777-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013940-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016346-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009359-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011521-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009104-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012753-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014094-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0014198-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012980-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009408-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009408-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0012561-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016100-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0016502-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015248-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012575-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015595-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0010356-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009078-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0007815-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015637-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0008138-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014191-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0010834-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012425-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008720-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016354-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015426-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0015426-T03-IM6	MSK-IMPACT468
GENIE-MSK-P-0016381-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015994-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012657-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008051-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013175-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013841-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008695-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014019-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008843-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013548-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014715-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0008030-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012171-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0014882-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013196-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0013196-T03-IM6	MSK-IMPACT468
GENIE-MSK-P-0013028-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016557-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014316-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0008885-T03-IM5	MSK-IMPACT410
GENIE-MSK-P-0008885-T04-IM5	MSK-IMPACT410
GENIE-MSK-P-0008885-T05-IM6	MSK-IMPACT468
GENIE-MSK-P-0013875-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012927-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014491-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014282-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013632-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011539-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015916-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0008462-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0010005-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016186-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014307-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013550-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013550-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0010717-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016380-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016055-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015690-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0010259-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012721-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016249-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016595-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016040-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016231-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012123-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011362-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014154-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012659-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014984-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0008379-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008376-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008737-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011423-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008813-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008813-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0016631-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013746-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0015849-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013120-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0010301-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014069-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015952-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015952-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0016417-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0011037-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011037-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0012923-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012923-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0013377-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013744-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0010972-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009339-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009339-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0016406-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012004-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012264-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011070-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013026-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016336-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0011526-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009594-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010218-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015007-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015007-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0011220-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013177-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010050-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012905-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013444-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009255-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015419-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015032-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014589-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013508-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010704-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012482-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003067-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010630-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012410-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010805-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011329-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009398-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008749-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009797-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011550-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009220-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008842-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008814-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008569-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008569-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0012924-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015289-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015999-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0016193-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016193-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0012869-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013119-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0009207-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0013244-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008355-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012672-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015826-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0011213-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013587-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013209-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009216-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009216-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0014264-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015640-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0008809-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009925-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015581-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012444-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010646-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015383-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016048-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0011428-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011137-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014804-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0008320-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008025-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015336-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009830-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012720-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009525-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008102-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014638-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014638-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0010484-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016387-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009932-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008995-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008995-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0013621-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011419-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009046-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016658-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009652-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012552-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011144-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015498-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014498-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0010500-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010500-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0012991-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010832-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014726-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0011190-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010829-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010455-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010730-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014547-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0010710-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003208-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012732-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013756-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010354-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009917-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008912-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012218-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0012094-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008687-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008047-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013602-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013769-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014310-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009252-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009558-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012246-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011073-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008492-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0009193-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016645-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014595-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0011200-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016576-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0008517-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013846-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008008-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008008-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0013061-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016168-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014872-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0014118-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016663-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014189-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012422-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009583-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016440-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016130-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0012097-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008226-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0015217-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009479-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013258-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012572-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008523-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015517-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0010457-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011519-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009792-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0007526-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0015662-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015550-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0013629-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012131-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013745-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0010899-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009740-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010712-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009257-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016635-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0014184-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016262-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0010170-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008432-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013757-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010784-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015246-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0015037-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009522-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010493-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012944-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0011375-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015298-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0011424-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009650-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008296-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0016468-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0006401-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0012310-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0012885-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010281-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010553-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013926-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0013529-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009610-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009610-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0014175-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010595-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0014666-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0016566-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0009592-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008189-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008352-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0008860-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010497-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0015000-T01-IM6	MSK-IMPACT468
GENIE-MSK-P-0008940-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009733-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0010198-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0009360-T01-IM5	MSK-IMPACT410
