SAMPLE_ID	mutations
GENIE-MSK-P-0003373-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003374-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003375-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003376-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003377-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003381-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003382-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003383-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003385-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003388-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003390-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003391-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003392-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003393-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003394-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003395-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003396-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003397-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003398-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003400-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003401-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003402-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003403-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003404-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003405-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003406-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003407-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003408-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003409-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003410-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003410-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003411-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003412-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003413-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003414-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003415-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003416-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003417-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003419-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003421-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003422-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003423-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003424-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003426-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003428-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003429-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003430-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003431-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003432-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003433-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003434-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003435-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003436-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003437-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003438-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003439-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003440-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003441-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003442-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003443-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003444-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003445-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003446-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003447-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003448-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003449-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003450-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003451-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003453-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003455-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003456-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003457-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003458-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003459-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003460-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003461-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003462-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003463-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003464-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003465-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003466-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003467-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003468-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003468-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003469-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003470-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003471-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003472-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003473-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003474-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003475-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003476-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003477-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003478-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003479-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003480-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003481-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003482-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003483-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003484-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003485-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003486-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003487-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003488-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003489-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003490-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003491-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003491-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003492-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003493-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003494-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003495-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003496-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003498-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003499-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003500-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003501-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003502-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003503-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003504-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003504-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003505-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003506-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003507-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003508-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003509-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003510-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003511-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003511-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003511-T03-IM5	MSK-IMPACT410
GENIE-MSK-P-0003512-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003513-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003514-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003515-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003516-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003517-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003518-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003519-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003520-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003521-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003522-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003523-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003523-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003524-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003525-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003526-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003527-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003528-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003529-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003530-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003531-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003532-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003532-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003533-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003533-T03-IM5	MSK-IMPACT410
GENIE-MSK-P-0003534-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003535-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003536-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003536-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003537-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003538-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003538-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003539-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003540-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003541-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003542-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003543-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003544-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003545-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003546-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003546-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003547-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003548-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003550-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003551-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003552-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003553-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003554-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003555-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003556-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003557-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003558-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003559-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003560-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003561-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003562-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003562-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003563-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003564-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003565-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003566-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003567-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003568-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003569-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003570-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003571-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003572-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003573-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003573-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003575-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003576-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003577-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003578-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003579-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003580-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003581-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003581-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0003581-T03-IM6	MSK-IMPACT468
GENIE-MSK-P-0003582-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003583-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003583-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003584-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003586-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003587-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003589-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003590-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003591-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003592-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003592-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003593-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003594-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003595-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003596-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003597-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003597-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003598-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003598-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003598-T03-IM5	MSK-IMPACT410
GENIE-MSK-P-0003599-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003600-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003601-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003602-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003602-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003603-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003604-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003605-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003606-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003607-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003608-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003609-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003610-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003611-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003612-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003613-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003614-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003615-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003616-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003616-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003617-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003618-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003619-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003620-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003620-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003621-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003622-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003623-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003624-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003625-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003626-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003627-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003628-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003630-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003630-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003631-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003632-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003633-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003634-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003635-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003635-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003636-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003637-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003638-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003639-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003640-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003641-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003642-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003643-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003644-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003645-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003646-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003647-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003648-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003649-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003650-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003651-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003652-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003653-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003654-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003655-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003656-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003657-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003658-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003658-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003659-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003660-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003661-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003662-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003664-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003665-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003666-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003667-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003668-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003669-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003670-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003671-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003672-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003673-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003674-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003676-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003677-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003678-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003679-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003681-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003682-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003683-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003684-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003684-T02-IM6	MSK-IMPACT468
GENIE-MSK-P-0003686-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003687-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003688-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003689-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003690-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003691-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003692-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003693-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003693-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003694-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003695-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003696-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003698-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003699-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003700-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003701-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003702-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003703-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003704-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003705-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003706-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003707-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003708-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003709-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003710-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003711-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003712-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003713-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003714-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003715-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003716-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003717-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003718-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003719-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003720-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003721-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003722-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003723-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003724-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003725-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003726-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003726-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003727-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003728-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003729-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003730-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003731-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003732-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003733-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003734-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003735-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003736-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003737-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003739-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003740-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003741-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003742-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003743-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003744-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003745-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003746-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003747-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003748-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003749-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003750-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003751-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003752-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003752-T03-IM5	MSK-IMPACT410
GENIE-MSK-P-0003753-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003754-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003755-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003756-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003757-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003758-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003759-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003760-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003761-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003762-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003762-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003763-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003764-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003765-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003766-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003767-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003768-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003770-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003770-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003770-T03-IM5	MSK-IMPACT410
GENIE-MSK-P-0003771-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003772-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003773-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003774-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003775-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003776-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003777-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003778-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003779-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003780-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003781-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003782-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003783-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003783-T02-IM5	MSK-IMPACT410
GENIE-MSK-P-0003784-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003785-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003786-T01-IM5	MSK-IMPACT410
GENIE-MSK-P-0003787-T01-IM5	MSK-IMPACT410
